repo,number,state,duration_hours,additions,deletions,changed_files,body_len,participants,comments,reviews
repo_example,406,CLOSED,46.189114943844416,2523,23,8,188,3,21,12
repo_example,407,MERGED,33.246464644991875,49,15,4,217,5,166,83
repo_example,408,MERGED,5.185962931885947,175,54,2,114,5,73,37
repo_example,409,CLOSED,9.837986734381344,67,27,2,293,4,10,6
repo_example,410,MERGED,84.93083797069356,43,6,6,130,3,17,9
repo_example,411,MERGED,22.887425288898115,198,12,5,414,6,401,201
repo_example,412,CLOSED,81.55843647691847,38,6,13,10,3,16,9
repo_example,413,CLOSED,37.244377350163546,88,100,6,228,3,20,12
repo_example,414,MERGED,24.872460757729183,81,20,1,360,5,165,84
repo_example,415,MERGED,73.99476870422524,18,346,9,336,6,193,98
repo_example,416,MERGED,12.920305666689465,221,18,2,838,3,22,13
repo_example,417,MERGED,26.9342513936828,38,6,3,369,4,43,23
repo_example,418,MERGED,13.781449984680881,16,2,4,99,3,8,4
repo_example,419,MERGED,14.24859574187719,111,1,23,280,5,142,72
repo_example,420,CLOSED,24.84141922993728,14,1,68,10,4,53,27
repo_example,421,CLOSED,46.996797656306576,62,29,6,283,5,88,45
repo_example,422,CLOSED,20.267540019843963,58,42,3,133,5,58,32
repo_example,423,MERGED,108.30606789724666,254,1,6,483,7,763,381
repo_example,424,MERGED,8.203206116613705,101,76,8,190,4,53,26
repo_example,425,MERGED,19.178845166671078,48,9,3,276,3,10,6
repo_example,426,MERGED,14.15936949972912,170,24,19,172,4,98,49
repo_example,427,MERGED,136.24126093673434,402,224,4,647,8,1764,883
repo_example,428,CLOSED,45.57615532746135,138,76,5,235,4,28,15
repo_example,429,MERGED,82.78668818141122,50,13,6,666,4,39,21
repo_example,430,MERGED,4.036513735630004,6,5,5,462,4,14,9
repo_example,431,MERGED,33.06628388148869,10,0,7,396,3,17,9
repo_example,432,CLOSED,104.69756840505133,37,6,2,373,4,15,9
repo_example,433,MERGED,26.490723562893404,20,14,2,378,5,97,49
repo_example,434,MERGED,86.19656092623447,37,4,1,10,7,501,252
repo_example,435,MERGED,12.90103692896538,54,16,5,244,4,45,23
repo_example,436,CLOSED,195.33887419230598,132,22,7,469,4,40,21
repo_example,437,MERGED,378.6951692515457,44,14,5,290,4,19,10
repo_example,438,CLOSED,23.292063166909976,123,7,17,18,4,64,33
repo_example,439,CLOSED,21.09246595077468,66,25,3,289,5,120,62
repo_example,440,MERGED,137.2927082064603,2,38,6,640,6,92,45
repo_example,441,MERGED,159.73886772465096,12,3,2,549,4,33,18
repo_example,442,CLOSED,19.22260453123944,48,166,3,287,5,36,19
repo_example,443,MERGED,14.495375243579556,8,17,7,490,4,10,4
repo_example,444,MERGED,17.114264545455708,122,20,8,226,5,132,66
repo_example,445,CLOSED,7.1719553147930455,595,57,3,10,6,197,100
repo_example,446,CLOSED,11.954844607107917,373,28,3,115,3,14,9
repo_example,447,CLOSED,10.789247305966505,43,83,1,612,6,204,102
repo_example,448,CLOSED,14.327229110905105,560,30,3,245,6,157,81
repo_example,449,MERGED,23.0215783557226,62,7,8,251,6,174,88
repo_example,450,MERGED,31.788719984541817,30,34,6,240,3,11,6
repo_example,451,CLOSED,231.3934549605541,22,3,5,680,2,14,7
repo_example,452,MERGED,7.242952893478953,31,23,4,625,4,24,12
repo_example,453,MERGED,78.19773700048768,27,19,4,743,4,82,42
repo_example,454,CLOSED,27.847197289526086,76,14,2,268,6,261,132
repo_example,455,MERGED,22.616899193255545,63,16,7,359,6,92,47
repo_example,456,MERGED,53.93810691378607,50,1,5,10,4,36,19
repo_example,457,MERGED,6.238797181795266,96,8,5,595,4,15,7
repo_example,458,MERGED,37.97566370577256,298,22,2,66,7,365,184
repo_example,459,MERGED,29.306123290243207,207,25,1,343,4,35,16
repo_example,460,MERGED,43.336504815429215,5,4,9,80,5,101,50
repo_example,461,MERGED,33.955681975080786,1,133,2,182,4,52,25
repo_example,462,MERGED,456.87690413879903,203,5,2,132,7,891,446
repo_example,463,CLOSED,16.747197944047684,7,85,7,178,4,79,41
repo_example,464,MERGED,12.690548253083954,35,37,3,192,4,29,16
repo_example,465,CLOSED,17.043183119553394,9,7,9,190,2,8,6
repo_example,466,MERGED,12.323170704303266,3,286,6,466,4,52,26
repo_example,467,MERGED,11.169527122463826,112,3,6,79,5,72,35
repo_example,468,CLOSED,149.95552884691898,187,79,1,344,5,129,67
repo_example,469,MERGED,131.98112605558964,21,89,11,543,5,49,25
repo_example,470,CLOSED,18.14914379840841,1,7,4,197,3,11,7
repo_example,471,MERGED,8.839471966975069,22,161,3,156,5,55,29
repo_example,472,CLOSED,63.384389334680996,106,13,4,253,3,9,5
repo_example,473,MERGED,12.371385403849764,5,30,1,535,5,40,21
repo_example,474,CLOSED,76.94086345926893,78,29,5,338,4,23,13
repo_example,475,MERGED,30.617185083982246,48,16,2,193,3,13,7
repo_example,476,CLOSED,5.839388021203831,142,67,1,396,2,6,5
repo_example,477,MERGED,153.70882592249453,59,65,1,79,3,15,8
repo_example,478,MERGED,207.0803822760115,11,1,10,436,3,9,5
repo_example,479,CLOSED,17.256217440567543,360,141,2,381,4,43,23
repo_example,480,MERGED,15.071596687580122,39,1,14,238,7,206,104
repo_example,481,MERGED,33.82135133037351,47,94,2,132,4,40,20
repo_example,482,MERGED,35.85209410578897,12,108,1,122,5,81,39
repo_example,483,MERGED,52.894901674454175,25,3,1,406,4,54,27
repo_example,484,MERGED,267.81575878253733,13,10,11,545,5,61,30
repo_example,485,MERGED,19.408617284233394,38,3,3,172,3,27,15
repo_example,486,CLOSED,13.812337921374109,781,14,2,391,4,32,17
repo_example,487,MERGED,4.585369799848427,6,12,4,10,4,59,31
repo_example,488,MERGED,9.98354045494939,4,64,5,183,6,205,104
repo_example,489,CLOSED,34.59698608873248,544,142,10,293,4,22,13
repo_example,490,CLOSED,310.12901076882,43,162,13,118,5,52,26
repo_example,491,MERGED,12.896039793767887,18,8,3,112,2,19,9
repo_example,492,MERGED,31.39345313577482,237,14,1,166,5,34,17
repo_example,493,MERGED,23.531650742022904,20,1,2,358,4,36,20
repo_example,494,MERGED,99.89561177221267,773,5,4,262,5,107,54
repo_example,495,MERGED,497.8867997247914,138,85,2,10,8,1682,841
repo_example,496,MERGED,12.692500444290165,24,225,2,10,6,228,114
repo_example,497,MERGED,13.339459191869514,1271,3,5,178,5,192,98
repo_example,498,MERGED,84.019329278545,20,8,3,391,5,112,57
repo_example,499,CLOSED,81.59669233251019,182,19,4,10,6,263,133
repo_example,500,CLOSED,330.15681195577315,93,30,2,200,4,61,31
